"","o.RI_guaip_c","o.RI_gfuop_c","o.RI_gpdip_c","o.RI_ginscolp_c","o.RI_ghump_c","o.RI_gpefp_c","o.RI_gigrcolp_c","o.RI_ggndp_c","o.RI_gassp_c"
"model_name","o.RI_guaip_c","o.RI_gfuop_c","o.RI_gpdip_c","o.RI_ginscolp_c","o.RI_ghump_c","o.RI_gpefp_c","o.RI_gigrcolp_c","o.RI_ggndp_c","o.RI_gassp_c"
"dv","outcome","outcome","outcome","outcome","outcome","outcome","outcome","outcome","outcome"
"cul","guaip_c","gfuop_c","gpdip_c","ginscolp_c","ghump_c","gpefp_c","gigrcolp_c","ggndp_c","gassp_c"
"intercept"," 0.0106","-0.0077"," 0.0001"," 0.0009","-0.0493","-0.0153","-0.0787","-0.0522","-0.0074"
"intercept_se","0.0943","0.1051","0.1090","0.0868","0.1066","0.1074","0.1071","0.1009","0.0956"
"intercept_t"," 0.1122","-0.0735"," 0.0006"," 0.0105","-0.4628","-0.1421","-0.7344","-0.5176","-0.0771"
"intercept_sig"," "," "," "," "," "," "," "," "," "
"agility2cj","0.3983","0.3984","0.3983","0.3987","0.3981","0.3982","0.3981","0.3981","0.3984"
"agility2cj_se","0.0457","0.0457","0.0457","0.0457","0.0457","0.0457","0.0457","0.0457","0.0456"
"agility2cj_t","8.7250","8.7235","8.7205","8.7340","8.7137","8.7205","8.7158","8.7174","8.7300"
"agility2cj_sig","***","***","***","***","***","***","***","***","***"
"network2xcj","-0.1068","-0.1053","-0.1057","-0.1068","-0.1074","-0.1055","-0.1054","-0.1066","-0.1064"
"network2xcj_se","0.0850","0.0851","0.0851","0.0850","0.0851","0.0851","0.0851","0.0851","0.0850"
"network2xcj_t","-1.2559","-1.2381","-1.2428","-1.2557","-1.2625","-1.2408","-1.2392","-1.2532","-1.2518"
"network2xcj_sig"," "," "," "," "," "," "," "," "," "
"agility_network_int","0.0154","0.0141","0.0163","0.0189","0.0201","0.0157","0.0154","0.0172","0.0184"
"agility_network_int_se","0.1056","0.1056","0.1056","0.1055","0.1056","0.1055","0.1056","0.1055","0.1055"
"agility_network_int_t","0.1456","0.1332","0.1545","0.1791","0.1900","0.1489","0.1456","0.1625","0.1741"
"agility_network_int_sig"," "," "," "," "," "," "," "," "," "
"firmsizestd","-0.0641","-0.0668","-0.0652","-0.0668","-0.0612","-0.0649","-0.0641","-0.0625","-0.0645"
"firmsizestd_se","0.0959","0.0960","0.0961","0.0957","0.0960","0.0961","0.0961","0.0960","0.0958"
"firmsizestd_t","-0.6686","-0.6958","-0.6783","-0.6978","-0.6369","-0.6758","-0.6664","-0.6508","-0.6732"
"firmsizestd_sig"," "," "," "," "," "," "," "," "," "
"gmci2016c"," 0.0132","-0.0509","-0.0531","-0.0157","-0.0646","-0.0625","-0.0612","-0.0678","-0.0301"
"gmci2016c_se","0.0517","0.0561","0.0569","0.0513","0.0543","0.0563","0.0572","0.0511","0.0521"
"gmci2016c_t"," 0.2550","-0.9080","-0.9335","-0.3063","-1.1904","-1.1101","-1.0684","-1.3274","-0.5775"
"gmci2016c_sig"," "," "," "," "," "," "," "," "," "
"firmsize_sq","0.0058","0.0061","0.0060","0.0060","0.0057","0.0059","0.0059","0.0058","0.0059"
"firmsize_sq_se","0.0095","0.0095","0.0095","0.0095","0.0095","0.0095","0.0095","0.0095","0.0095"
"firmsize_sq_t","0.6095","0.6398","0.6259","0.6299","0.5968","0.6253","0.6172","0.6066","0.6181"
"firmsize_sq_sig"," "," "," "," "," "," "," "," "," "
"var_firm","0.7771825","0.7775974","0.7778330","0.7772303","0.7781511","0.7775000","0.7779409","0.7774589","0.7764573"
"var_intercept","0.06630725","0.08878841","0.11956123","0.03537844","0.10725834","0.10389810","0.11519207","0.10547795","0.05427854"
"var_culc","0.34117606","0.38911292","0.34583499","0.52933175","0.35080445","0.33653295","0.07276688","1.00526264","0.71519204"
"cov_int_culc","-0.09666604"," 0.01131086","-0.05223476"," 0.03014941"," 0.10004350"," 0.10429362"," 0.03877074","-0.23425900","-0.14579370"
"deviance","1523.818","1526.191","1526.924","1522.402","1526.073","1525.233","1526.107","1524.735","1521.650"
"para_count","11","11","11","11","11","11","11","11","11"
"sigularity","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"convWarning","0","0","0","0","0","0","0","0","0"
"aic","1545.818","1548.191","1548.924","1544.402","1548.073","1547.233","1548.107","1546.735","1543.650"
"bic","1593.793","1596.165","1596.899","1592.376","1596.047","1595.208","1596.081","1594.710","1591.624"
"group_count","15","15","15","15","15","15","15","15","15"
"firm_count","579","579","579","579","579","579","579","579","579"
