"","RIRS_guaiv_c","RIRS_gfuov_c","RIRS_gpdiv_c","RIRS_ginscolv_c","RIRS_ghumv_c","RIRS_gperv_c","RIRS_gigrcolv_c","RIRS_ggndv_c","RIRS_gassv_c"
"model_name","RIRS_guaiv_c","RIRS_gfuov_c","RIRS_gpdiv_c","RIRS_ginscolv_c","RIRS_ghumv_c","RIRS_gperv_c","RIRS_gigrcolv_c","RIRS_ggndv_c","RIRS_gassv_c"
"dv","agility2","agility2","agility2","agility2","agility2","agility2","agility2","agility2","agility2"
"cul","guaiv_c","gfuov_c","gpdiv_c","ginscolv_c","ghumv_c","gperv_c","gigrcolv_c","ggndv_c","gassv_c"
"intercept","-0.1216","-0.0925","-0.0968","-0.1447","-0.0794","-0.0816","-0.0846","-0.0550","-0.2346"
"intercept_se","0.1220","0.1436","0.1507","0.1219","0.1303","0.1317","0.1742","0.1785","0.1880"
"intercept_t","-0.9974","-0.6442","-0.6422","-1.1869","-0.6093","-0.6194","-0.4858","-0.3082","-1.2480"
"intercept_sig"," "," "," "," "," "," "," "," "," "
"culc"," 0.3425"," 0.3559"," 0.6466"," 0.4752","-1.3907"," 0.2448","-0.3827","-0.5220","-0.0578"
"culc_se","0.1824","0.4229","0.6610","0.2782","0.7361","0.5036","0.4330","0.3638","0.2585"
"culc_t"," 1.8776"," 0.8417"," 0.9784"," 1.7080","-1.8892"," 0.4860","-0.8840","-1.4347","-0.2234"
"culc_sig","+"," "," ","+","+"," "," "," "," "
"firmsizestd","0.3290","0.3405","0.3122","0.3446","0.3343","0.3390","0.3442","0.3337","0.3543"
"firmsizestd_se","0.0885","0.0888","0.0887","0.0884","0.0885","0.0885","0.0885","0.0885","0.0881"
"firmsizestd_t","3.7157","3.8363","3.5201","3.8996","3.7748","3.8286","3.8895","3.7707","4.0216"
"firmsizestd_sig","***","***","**","***","***","***","***","***","***"
"network2xcj","0.2084","0.2057","0.2124","0.2030","0.2057","0.2030","0.2026","0.2079","0.2051"
"network2xcj_se","0.0790","0.0791","0.0788","0.0788","0.0790","0.0791","0.0791","0.0790","0.0786"
"network2xcj_t","2.6381","2.5996","2.6966","2.5767","2.6035","2.5674","2.5623","2.6312","2.6092"
"network2xcj_sig","*","*","*","*","*","*","*","*","*"
"gmci2016c"," 0.0253"," 0.1164"," 0.0064"," 0.0458"," 0.0041"," 0.0884","-0.0161"," 0.0196"," 0.0477"
"gmci2016c_se","0.0522","0.0632","0.0928","0.0562","0.0563","0.0748","0.0588","0.0556","0.0693"
"gmci2016c_t"," 0.4855"," 1.8423"," 0.0684"," 0.8142"," 0.0730"," 1.1824","-0.2735"," 0.3525"," 0.6886"
"gmci2016c_sig"," ","+"," "," "," "," "," "," "," "
"firmsize_sq","-0.0222","-0.0230","-0.0208","-0.0235","-0.0226","-0.0229","-0.0233","-0.0223","-0.0240"
"firmsize_sq_se","0.0088","0.0089","0.0088","0.0088","0.0088","0.0088","0.0088","0.0088","0.0088"
"firmsize_sq_t","-2.5096","-2.6029","-2.3505","-2.6705","-2.5567","-2.5880","-2.6419","-2.5253","-2.7346"
"firmsize_sq_sig","*","*","*","*","*","*","*","*","*"
"culc_network_int"," 0.1102","-0.1114"," 0.5837","-0.3102","-0.3413","-0.0428","-0.0423","-0.1609"," 0.2138"
"culc_network_int_se","0.1207","0.2252","0.2736","0.1808","0.4462","0.2177","0.2560","0.1597","0.0872"
"culc_network_int_t"," 0.9125","-0.4949"," 2.1335","-1.7152","-0.7649","-0.1967","-0.1651","-1.0073"," 2.4525"
"culc_network_int_sig"," "," ","*","+"," "," "," "," ","*"
"var_firm","0.6819917","0.6828040","0.6774310","0.6791824","0.6823906","0.6832553","0.6829514","0.6819339","0.6756377"
"var_intercept","0.1080156","0.1966649","0.2318617","0.1380874","0.1354690","0.1719198","0.2713883","0.2363500","0.2108845"
"var_culc","0.2177682","0.7979951","0.8091769","0.4673137","2.5290128","0.7648791","1.0150369","0.6336543","0.5182964"
"cov_int_culc"," 0.1133272"," 0.3348906"," 0.3330658"," 0.2081513","-0.4538583"," 0.1430754","-0.4639169","-0.3205453"," 0.2874989"
"deviance","1451.528","1457.109","1453.338","1451.947","1451.431","1459.862","1457.468","1455.493","1452.734"
"para_count","11","11","11","11","11","11","11","11","11"
"sigularity","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"convWarning","0","0","0","0","0","0","0","0","0"
"aic","1473.528","1479.109","1475.338","1473.947","1473.431","1481.862","1479.468","1477.493","1474.734"
"bic","1521.502","1527.083","1523.312","1521.921","1521.405","1529.836","1527.443","1525.467","1522.708"
"group_count","15","15","15","15","15","15","15","15","15"
"firm_count","579","579","579","579","579","579","579","579","579"
